_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3160308,324207963,23170739,99,2023-10-27T10:45:00,"6400 Block Centre Ave Pittsburgh, PA 15206",N,East Liberty,5,MENTAL 201/302,9498 302 (Mental),1115,,,,
3160309,324212725,23171176,0,2023-10-28T00:15:00,"800 Block Loyal Way Pittsburgh, PA 15210",Y,Allentown,3,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 3736 Reckless Driving / 1311 Registration Card to be Signed and Exhibited on Demand. / 1501 Drivers Required to be Licensed. / 1786 Required Financial Responsibility. / 3301 Driving on Right Side of Roadway.,1803,3,5,-79.99365721367347,40.419560428309936
3160310,324244013,23171700,6,2023-10-28T20:00:00,"3000 Block Iowa St Pittsburgh, PA 15219",N,Upper Hill,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,506,6,3,-79.95856426986792,40.4487881616035
3160311,324256251,23171978,6,2023-10-29T08:00:00,"Lawn St & Ophelia St Pittsburgh, PA 15213",N,South Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,409,6,3,-79.96577404988031,40.435747647646096
3160312,324256958,23172005,0,2023-10-29T09:35:00,"300 Block 3rd Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): Harassment,201,6,6,-80.00161356345536,40.438866132202165
3160313,324266286,23172120,99,2023-10-29T14:00:00,"7100 Block Mary Peck Bond Pl Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1201,,,,
3160314,323202634,23162323,18,2023-10-12T16:56:00,"2000 Block Wyandotte St Pittsburgh, PA 15219",Y,Crawford-Roberts,2,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession,305,6,3,-79.97759790381808,40.43826361769635
3160315,323212765,23162480,27,2023-10-12T22:32:00,"300 Block Merrimac St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1903,2,5,-80.0139191092395,40.43163325231284
3160316,324060081,23169852,0,2023-10-25T20:19:00,"400 Block Avery St Pittsburgh, PA 15212",N,East Allegheny,1,99,9998 Overdose Other,2304,1,1,-80.0013156302337,40.45281498398088
3160317,324122352,23170304,99,2023-10-26T16:02:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3160318,324122365,23170303,99,2023-10-26T14:57:00,"1200 Block Western  Ave Pittsburgh, PA 15233",N,Chateau,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3160319,324126234,23170355,27,2023-10-26T16:00:00,"900 Block Carpenter Way Pittsburgh, PA 15212",N,Troy Hill,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2406,,,,
3160320,324142246,23170635,6,2023-10-27T03:04:00,"100 Block 48th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,901,,,,
3160321,324144433,23170559,0,2023-10-26T23:17:00,"50 Block 11th St Pittsburgh, PA 15219",Y,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,3,3,-79.98767553769906,40.42896749627302
3160322,324195640,23168357,0,2023-10-23T15:00:00,"Market Square Pittsburgh, PA 15222",N,Crawford-Roberts,2,99,9999 9999 - (Misc. Incident): ,305,,,NaN,NaN
3160323,322827673,23160001,6,2023-10-08T05:50:00,"200 Block Hollywood St Pittsburgh, PA 15205",N,Crafton Heights,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304 Criminal Mischief. / 901 Criminal Attempt,2815,2,5,-80.05488773738985,40.44289052282207
3160324,322829911,23160006,99,2023-10-08T08:23:00,"200 Block Aidyl Ave Pittsburgh, PA 15226",N,Brookline,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1919,4,5,-80.02817668976955,40.39625526582658
3160325,322833235,23160095,0,2023-10-08T12:00:00,"900 Block Freeport Rd Pittsburgh, PA 15215",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): ,1201,9,2,-79.89235294507522,40.48611850156562
3160326,322839455,23160142,6,2023-10-08T14:45:00,"20 Block Bedford Sq Pittsburgh, PA 15203",Y,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1702,3,3,-79.98668181082199,40.4291998898986
3160327,322840145,23160169,27,2023-10-08T15:55:00,"S 24th St & E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 1543 Driving While Operating Privilege is Suspended or Revoked.,1609,3,3,-79.97117078394663,40.42821919958011
3160328,323289237,23163110,10,2023-10-13T19:30:00,"6200 Block Broad St Pittsburgh, PA 15206",N,East Liberty,5,SIMPLE ASSAULT,2701 Simple Assault. / 2705 Recklessly Endangering Another Person. / 3926(a)(4) Theft of services; ACQUISITION OF SERVICES - refusal to pay or offer to pay for a service (hotels and restaurants),1115,9,2,-79.92205139428822,40.46165532418406
3160329,323289838,23163114,99,2023-10-13T21:52:00,"900 Block Chartiers Ave Pittsburgh, PA 15220",N,Elliott,6,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,2020,2,5,-80.03968623077861,40.44347774987362
3160330,323290012,23163120,99,2023-10-13T22:23:00,"100 Block Oakbrook Cir Pittsburgh, PA 15220",N,Westwood,6,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2811,,,,
3160331,323666703,23166230,0,2023-10-19T16:52:00,"1000 Block Arlington Ave Pittsburgh, PA 15203",N,Allentown,3,99,9999 9999 - (Misc. Incident): ,1803,3,5,-79.98897054961961,40.42439824393966
3160332,323669856,23166441,99,2023-10-19T23:48:00,"7700 Block Brashear St Pittsburgh, PA 15221",N,Point Breeze,4,MENTAL 201/302,9498 302 (Mental),1406,9,3,-79.89465010872318,40.44493443611808
3160333,323670078,23164405,6,2023-10-16T13:50:00,"5900 Block Centre Ave Pittsburgh, PA 15206",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,706,,,,
3160334,323719452,23166885,99,2023-10-20T19:14:00,"2300 Block N Charles St Pittsburgh, PA 15214",N,Perry South,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2614,,,,
3160335,323764525,23167621,10,2023-10-22T00:48:00,"5000 Block Columbo St Pittsburgh, PA 15224",Y,Garfield,5,SIMPLE ASSAULT,2701 Simple Assault.,1016,,,,
3160336,323433350,23164544,0,2023-10-16T09:48:00,"5800 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): suspicious neighbor,1408,5,3,-79.9228071341134,40.43791098906633
3160337,-3560102798,23164959,99,2023-10-17T13:01:00,"2300 Block Mc Monagle Ave Pittsburgh, PA 15216",N,Banksville,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2023,2,5,-80.04789773470138,40.40081153042716
3160338,323976565,23169240,29,2023-10-24T21:07:00,"1500 Block Buena Vista St Pittsburgh, PA 15212",N,Central North Side,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2503,6,1,-80.01454683255048,40.457016829237475
3160339,324117595,23170256,11,2023-10-20T16:45:00,"1000 Block Washington Blvd Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT OF LEASED PROPERTY,3932 Theft of Leased Property.,1203,9,2,-79.90560241034635,40.46264559936112
3160340,324119242,23170288,27,2023-10-26T14:15:00,"1900 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1413,5,3,-79.92306794719867,40.43587962230115
3160341,324120615,23168388,0,2023-10-23T13:50:00,"Parkman Ave & Lytton Ave Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): ,403,8,3,-79.95745490840645,40.44788221954722
3160342,324088037,23170027,14,2023-10-26T05:30:00,"2400 Block Shady Ave Pittsburgh, AR 15217",N,Squirrel Hill South,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1408,5,3,-79.92063686162334,40.430036065319804
3160343,324271166,23172252,3,2023-10-29T19:19:00,"Smithfield St & 3rd Ave Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,3701 Robbery.,201,6,6,-79.99989132962422,40.438220057480564
3160344,324273716,23172301,27,2023-10-29T19:25:00,"Liberty Ave & S Evaline St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,804,7,2,-79.94218102313188,40.45799068653658
3160345,324274894,23170274,6,2023-10-26T11:19:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",Y,Central North Side,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 4914 False Identification to Law Enforcement Authorities,201,6,1,-80.01656850562077,40.45687440924445
3160346,324275420,23172311,99,2023-10-29T20:57:00,"1700 Block Perrysville Ave Pittsburgh, PA 15212",N,Perry South,1,MENTAL 201/302,9498 302 (Mental),2614,6,1,-80.00954802182409,40.46056913246381
3160347,324276854,23172337,6,2023-10-29T18:55:00,"500 Block N Dunfermline St Pittsburgh, PA 15208",N,Homewood South,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1303,9,2,-79.89474609616786,40.45316493826375
3160348,324289894,23172436,0,2023-10-30T05:35:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): Cardiac arrest,103,6,6,-79.99459104985328,40.435334670473395
3160349,323316049,23163550,0,2023-10-14T18:00:00,"300 Block Bradley St Pittsburgh, PA 15211",N,South Side Slopes,3,99,425.26 Miscellaneous,1706,,,,
3160350,323320368,23163674,6,2023-10-14T23:31:00,"1300 Block Woods Run Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3503 Criminal Trespass,2715,,,-79.88299772238544,40.44622031994139
3160351,323406517,23164319,99,2023-10-16T10:57:00,"4000 Block Penn Ave Pittsburgh, PA 15201",N,Central Lawrenceville,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),902,7,2,-79.95792744691327,40.46518837697906
3160352,323409392,23164318,99,2023-10-16T11:05:00,"100 Block Station Square Dr W Pittsburgh, PA 15219",N,South Shore,3,MENTAL 201/302,9498 302 (Mental),1921,2,5,-80.00364780244968,40.43339608462265
3160353,323422167,23164447,18,2023-10-16T14:50:00,"4th Ave & Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,201,6,6,-79.99954725828158,40.43873268455722
3160354,323587763,23165719,10,2023-10-18T18:36:00,"10 Block De Foe St Pittsburgh, PA 15214",Y,Perry North,1,HARRASSMENT,2709 Harassment (Non-Specific),2602,1,1,-80.01678605792213,40.487649813092176
3160355,323591619,23165817,10,2023-10-18T21:42:00,"2600 Block Shadeland Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2704,,,,
3160356,323594796,23165862,6,2023-10-19T00:15:00,"1700 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,,,,
3160357,323599544,23165927,26,2023-10-19T04:50:00,"800 Block Climax St Pittsburgh, PA 15210",N,Allentown,3,LOITERING PROWLING AT NIGHT,5506 Loitering and Prowling at Night,1803,3,5,-79.99366007797721,40.41997542893199
3160358,323051260,23161385,14,2023-10-10T22:56:00,"3800 Block Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief.,405,3,3,-79.95670949508248,40.44152182394483
3160359,323143160,23161524,6,2023-10-11T08:45:00,"5th Ave & Wood St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-80.00039430825626,40.44074746657393
3160360,323213955,23162508,0,2023-10-12T23:46:00,"900 Block Rosselle Ct Pittsburgh, PA 15207",Y,Glen Hazel,4,99,2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1504,,,,
3160361,323216862,23162589,10,2023-10-13T03:42:00,"1100 Block Penn Ave Pittsburgh, PA 15222",Y,Strip District,2,SIMPLE ASSAULT,2701 Simple Assault.,203,7,6,-79.99382483896278,40.44494897518172
3160362,323401552,23164331,0,2023-10-16T11:25:00,"800 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,99,2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,1702,3,3,-79.9908939455234,40.42809192580887
3160363,323571622,23122835,10,2023-10-18T14:30:00,"300 Block E Elizabeth Trwy Pittsburgh, PA 15207",Y,Hazelwood,4,SIMPLE ASSAULT,2701 Simple Assault.,1515,5,3,-79.9472120826774,40.40656849017254
3160364,323591544,23165820,10,2023-10-18T21:30:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",N,Fineview,1,SIMPLE ASSAULT,2701 Simple Assault.,2509,6,1,-80.00698339373714,40.46031055249301
3160365,323719924,23166738,0,2023-10-20T13:05:00,"Smithfield St & Blvd Of The Allies Pittsburgh, PA 15222",Y,Central Business District,2,99,1786 Required Financial Responsibility.,201,6,6,-80.00018322115504,40.43778601323415
3160366,322845766,23160333,99,2023-10-08T21:30:00,"3800 Block Ohara St Pittsburgh, PA 15213",Y,Shadyside,4,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,705,,,,
3160367,322845942,23160226,10,2023-10-08T09:30:00,Zone 4,N,,4,HARRASSMENT,2709(a) Harassment. / 3131(c)(2) Unlawful dissemination of intimate image -- Person depicted is NOT a minor (M2),,,,,
3160368,322846142,23160331,6,2023-10-08T22:00:00,"2000 Block Liberty Ave Pittsburgh, PA 15222",N,Strip District,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,203,7,6,-79.98309270508412,40.45100558494108
3160369,322846157,23160345,0,2023-10-08T22:40:00,"3100 Block Cordell Pl Pittsburgh, PA 15203",N,Arlington Heights,3,99,9994 PFA Service,1604,,,,
3160370,322848432,23160355,23,2023-10-08T23:30:00,"300 Block North Shore Dr Pittsburgh, PA 15212",Y,East Allegheny,1,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5507 Obstructing Highways and Passages. / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 3503(a) Criminal Trespass,2304,1,1,-80.00963634854578,40.454910356150975
3160371,322876148,23160468,10,2023-10-09T08:31:00,"2300 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT,2701 Simple Assault. / 9093 Indirect Criminal Contempt,2902,4,3,-79.98552317166529,40.389057269279455
3160372,322893634,23160524,6,2023-10-09T11:12:00,"300 Block 5th Ave Pittsburgh, PA 15222",Y,Central Business District,2,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 2706 Terroristic Threats. / 9501 Bench Warrant",201,6,6,-80.00029037044739,40.440526190504364
3160373,322917666,23160635,99,2023-10-09T14:50:00,"One Wild Pl Pittsburgh, PA 15206",N,Highland Park,5,FOUND PROPERTY,9489 Found Property,1106,7,2,-79.91956095407576,40.48034795283903
3160374,322918336,23160695,18,2023-10-09T16:38:00,"Pride St & Watson St Pittsburgh, PA 15219",Y,Bluff,2,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession,103,6,3,-79.98508823003908,40.43812222082593
3160375,323037138,23161218,5,2023-10-10T16:50:00,"200 Block Climax St Pittsburgh, PA 15210",N,Beltzhoover,3,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.,1809,3,5,-80.00432344079402,40.41942723682135
3160376,323038922,23160662,10,2023-10-09T16:00:00,"1900 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,SIMPLE ASSAULT,2701 Simple Assault. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2901,4,3,-79.98750880664866,40.39606039665675
3160377,323216868,23162600,99,2023-10-13T04:22:00,"1100 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,MENTAL 201/302,9498 302 (Mental),201,7,6,-79.9923774443368,40.44416294450934
3160378,323294831,23163239,3,2023-10-14T02:26:00,"40 Block Meritt Ave Pittsburgh, PA 15227",N,Carrick,3,ROBBERY,3701 Robbery. / 3921 Theft by Unlawful Taking or Disposition. / 2701 Simple Assault.,2904,4,3,-79.97953625699499,40.38378832328721
3160379,323310302,23163462,6,2023-10-14T14:15:00,"1900 Block Wharton St Pittsburgh, PA 15210",N,East Hills,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1306,,,,
3160380,323316354,23163615,6,2023-10-14T20:55:00,"800 Block Pennsylvania Ave Pittsburgh, PA 15233",N,California-Kirkbride,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2507,6,1,-80.01538856312071,40.45610555209952
3160381,322816840,23159922,0,2023-10-08T00:30:00,"900 Block St James St Pittsburgh, PA 15232",N,Shadyside,4,99,9999 9999 - (Misc. Incident): Attempted Theft From Vehicle,703,8,2,-79.93617598765097,40.44961941350685
3160382,322840389,23080095,5,2023-10-08T19:00:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,6,BURGLARY,3502 Burglary. / 5104 Resisting Arrest or Other Law Enforcement. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1918,6,6,-79.99318468129471,40.43507182089466
3160383,322842231,23160238,6,2023-10-08T17:45:00,"Bingham St & S 9th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1702,3,3,-79.98983713194738,40.42943016729318
3160384,-3533165058,23160199,0,2023-10-08T10:37:00,"Paulson Ave & Polk Way Pittsburgh, PA 15206",N,Larimer,5,99,1785 Proof of Financial Responsibility Following Accident.,1208,9,2,-79.9134364138843,40.46260086102261
3160385,322845097,23160298,6,2023-10-08T20:37:00,"5200 Block Gertrude St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2701 Simple Assault.,1515,5,3,-79.94211689614085,40.40614233948401
3160386,322845103,23160284,0,2023-10-08T19:59:00,"7600 Block Hamilton Ave Pittsburgh, PA 15221",N,Homewood South,5,99,9994 PFA Service,1304,9,2,-79.8910696074733,40.45286060404069
3160387,322845420,23160263,10,2023-10-08T19:25:00,"4300 Block Haldane St Pittsburgh, PA 15207",Y,Greenfield,4,HARRASSMENT,2709(a) Harassment.,1516,5,3,-79.94248255081637,40.42151046063842
3160388,322846197,23160336,0,2023-10-08T22:14:00,"Upton St & Junilla St Pittsburgh, PA 15219",N,Middle Hill,2,99,8106 Shots Fired,501,6,3,-79.97213288257922,40.44886746248199
3160389,323285183,23162909,5,2023-10-13T15:27:00,"5300 Block 5th Ave Pittsburgh, PA 15232",N,Squirrel Hill North,4,BURGLARY,3502 Burglary.,1402,8,3,-79.93475690996164,40.44791689485388
3160390,323304222,23163335,14,2023-10-14T10:00:00,"300 Block Moore Ave Pittsburgh, PA 15210",N,Knoxville,3,CRIM MISCHIEF,3304 Criminal Mischief.,3001,3,5,-79.99301004726036,40.411360091737684
3160391,323333881,23163915,14,2023-10-15T13:00:00,"6700 Block Deary St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,3304 Criminal Mischief.,1203,9,2,-79.90250085313423,40.46495112706074
3160392,323352060,23164068,29,2023-10-15T20:01:00,"7200 Block Finance St Pittsburgh, PA 15208",N,Homewood South,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1303,9,2,-79.89842624967821,40.45285583326364
3160393,323515288,23165127,10,2023-10-17T18:10:00,"7100 Block Everton St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3304 Criminal Mischief.",1202,,,,
3160394,323588449,23165754,18,2023-10-18T19:47:00,"900 Block Brushton Ave Pittsburgh, PA 15221",Y,Homewood North,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,1301,9,2,-79.88807485915886,40.45555791050624
3160395,324028206,23169450,4,2023-10-25T09:00:00,"2600 Block Brownsville Rue Pittsburgh, PA 15227",Y,Carrick,3,AGG-ASSAULT,2702 Aggravated Assault. / 2701 Simple Assault. / 2705 Recklessly Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 607.03 Discharging Firearm or Airgun,2904,4,3,-79.97880436583105,40.3854502648648
3160396,324324110,23172496,6,2023-10-30T09:00:00,"4400 Block Howley St Pittsburgh, PA 15224",N,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,903,,,,
3160397,324329256,23172570,99,2023-10-26T12:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3160398,324335200,23172541,6,2023-10-30T07:30:00,"5800 Block Black St Pittsburgh, PA 15206",N,East Liberty,5,THEFT FROM AUTO,3934 Theft from Vehicle,1113,9,2,-79.92464652361116,40.46775216119375
